item_id_2024,text_hash,text
11,f2cff3ba97d0eef719f5adb3bc2a70040b08e2c072df2984ef7ef1372fdc92d8,"Neste ano, o Nobel de Física foi concedido a cientistas com trabalhos em inteligência artificial. Mas isso é física? Nosso coordenador executivo de educação e difusão do conhecimento Leandro Tessler ministrou uma palestra sobre isso. <URL>"
12,3bdaf54b0eb6353fc133bb5f4d10bdf8fad9d95006caf5a7d128e2723a03fc8c,"A Inteligência Artificial (IA), em especial a IA generativa, está se popularizando rapidamente e transformando diversas áreas da sociedade, inclusive a educação. Quais são os benefícios e os riscos da Inteligência Artificial na educação? youtu.be/XLZLcIw3pGA"
13,86bde93a89722bdd77ea9d028d22e01679d4584eb18b6b1c3dc56fd1073b6d8f,"Significado de #kimche É um auxílio tecnológico (aplicativo Big Data), baseado em Inteligência Artificial, que automatiza processos educativos. É muito útil na Educação Virtual. Ele pode detectar processos de Bulling ou Abandono... kimche"
14,c40af4b07a31705646a8b539e0c306187dc0bee41cf90b92bdbdb94d2b29590b,"A Folha de Pernambuco discute o uso da inteligência artificial na educação básica brasileira. A matéria destaca os desafios e oportunidades da IA para estudantes, professores e demais profissionais da área, sugerindo que ferramentas tecno... (Continue lendo em: <URL>"
15,3b945a5264db0a94d071c08499fd97ec186a2fd6d542eb4ab23130504cc829b9,"A Toolzz está revolucionando a educação no Brasil com Inteligência Artificial, ajudando professores a se concentrarem em ensinar. <URL> #EducaçãoNoBrasil #TecnologiaNaEducação #InovaçãoEducativa"
16,1ca2aefcd40c6f445fe5c7dd83e90ea99a7b47e199527a5eb8f6760b903095e8,Conversa com o futuro: A revolução de 2024 [chatbots e inteligência artificial na educação] educa-tube.blogspot.com/2024/10/conv...
17,e40b2eef4ffd7b490d8a155343d93be482fac3375634e2ace4ac604dc9991e35,Esta oportunidade é pra você: ✅ profissional da área de Educação ✅ que deseja alcançar um novo patamar na sua vida profissional ✅ quer começar a entender como funciona a Inteligência Artificial ✅ que quer ser aluno do Ifes A palestra será 11/12/2024 às 19h pelo link youtube.com/live/5Ie8e5x...
18,2df94420abb2275e7f4fdf7dc9f3d958558832c36896845a6e31cb4cd9a54a46,"Já no avião, partindo em breve para o Rio de Janeiro, onde participo de um painel no 27º Congresso da Unale, falando sobre o Futuro da Educação, em tempos de Inteligência Artificial."
19,0d3ca1c80517f36ea9f301b4d422964348059c50b4675af1f984b1094c300879,"Todas as matérias, livros, artigos, tudo é escrito por inteligência artificial. Toda a educação é à distância. Todos os cafés foram gentrificados. Colonizado por Pablo Lamaçal, SP aboliu o serviço público. Apenas 10% da população conta com serviços essenciais. Poupados, generais fumam charutos."
20,1751b1fd6540f8d3f9211a8bfb75798bd28280290e704a88d0c52f98996e3c20,"- Palestrar sobre temas como Inteligência Artificial na educação, metodologias ativas, inclusão e diversidade no ensino, além de mudanças climáticas e ESG."
21,f30bb940cc7bba70e8ca93029d29823686f63f898d20ca7809c7685b27e5ee49,"Acabo de ler o instigante livro “Educação para a era da Inteligência Artificial” coordenado por Charles Fadel. Já havia lido parte dele na versão original, mas quando a Santillana publicou a tradução decidi ler de cabo a rabo. Muito bom e com sugestões práticas para professores. Vale a leitura!"
22,872880378a9c5602bdcb9acc8804374e8f915af0262fa9e41ae417970dc1d273,"Einstein, sobre o valor da Educação Superior. Mais atual ainda em tempos de Inteligência Artificial!"
23,acab82fb4b143c4d5276307e3956467af7ddc3bf7f8e10dd7ba42d61ed492193,"Na educação, na saúde e até dentro de casa: como a inteligência artificial já faz parte da nossa rotina"
24,843d4651f641b10c38b63722491f1b6bc9d62b6ab1a6169505a89792e370923a,"Olha que doido? No Reino Unido, uma escola já ensina disciplinas como matemática e ciências só com Inteligência Artificial e realidade virtual. Será que o futuro da educação vai deixar os professores obsoletos? engenharia360.com/ia-substitui... #Educação #InteligenciaArtificial"
25,3999127875757bddd0623f2d41454dd6f97485f4ed14cb8e3c21a489e05bb425,"Hoje tivemos a mesa Uso ético da Inteligência artificial na arte, ciência e educação, e agora que estou treinada deu tempo até de acrescentar a mediadora <USER>"
26,3da7c0b8284c378d11ba9c44eefd96e3cb4cc561c570b0900fd2d39fdb4ff2e1,"Buenos dias. Logo mais, às 8h30, começa a transmissão da mesa ""Uso Ético da Inteligência Artificial na Ciência, na Arte e na Educação"". <URL> #EBDC2024 #EBDC"
27,a526dec49d357d8ac9c3c5c19495d8e4b6d3d0f7442ae5326df1442550a8e8d0,bom demais trabalhar com educação e ouvir frequentemente sobre gamificação e inteligencia artificial e inovação
28,c82563735e38b917bd2495e8207dd47b0bab34df72cf5373b999d067549578b9,"Diamond Age de Neal Stephenson: É uma história sobre amadurecimento, focada em uma jovem chamada Nell, que vive em um mundo futurístico no qual a nanotecnologia afeta todos os aspectos da vida. O romance trata de temas como educação, classe social, etnia e a natureza da inteligência artificial."
29,ae2cd483e4ae4feb6cf09952fa8952b0e5c25505e8a88dd46671ef088f1c6033,Petrolina sedia palestra sobre inteligência artificial e o futuro da educação
30,7539069d70ec94dc3363223003b900207a7ae562f1c47a4492bd192d07561e9e,📰 Petrolina sedia palestra sobre inteligência artificial e o futuro da educação <URL>
31,92fdb97b64a1062c0aa896c09d603f900e91981049834cb3abcde24c4a4a31f1,"O Governo Federal estava presente para a assinatura do Acordo de Cooperação Técnica entre o Ministério da Educação e o MCTI, para programas Ciência na Escola, Escola de Tempo Integral, Política de Inovação e Plano Brasileiro de Inteligência Artificial"
32,c7b368ad0a39b547170d591f2a4c76daa96514f2c3e661a70ab865501aae7035,"✍️ Assinado Acordo de Cooperação Técnica entre os ministérios da Educação e Ciência, Tecnologia e Inovação, para programas Ciência na Escola, Escola de Tempo Integral, Política de Inovação e Plano Brasileiro de Inteligência Artificial, durante a 21ª SNCT. 📲 Digital/PR"
33,b23c9b7c9120186b5821849916039716d5325a8174afa5342a76e88f289ba8ee,"Países do G20 destacam cuidados com o uso da inteligência artificial (IA) na educação em documento final aprovado por ministros da Educação do grupo. Para os países, que representam cerca de 85% de Produto Interno Bruto (PIB) global, as soluções digitais (+)"
34,9aa57eb95082a8ee818b8b58931ceaf291829dea053df36bc59dcf6c09ccccdb,"O texto, que será apresentado na Cúpula de Líderes, aborda o uso da Inteligência Artificial (IA) na educação e a alfabetização digital e midiática, entre outros pontos."
35,d3abe82540cdae8763f20966a8d7cfd51df34d762cac198397d9269e42858f72,📢 MINISTROS DA EDUCAÇÃO DO G20 DEFENDEM USO ÉTICO DA INTELIGÊNCIA ARTIFICIAL E ALFABETIZAÇÃO MIDIÁTICA | DIÁRIO DO NORDESTE | #CampanhaNaMídia ➡️ diariodonordeste.verdesmares.com.br/ceara/minist...
36,ed485b599d195331817162e52a79ff01a0f67e45d35db7ed8635da681a886e1e,"É amanhã! Bora discutir inteligência artificial, desinformação e educação midiática no nosso evento presencial em São Paulo? Amanhã divulgaremos o link de transmissão para quem quiser acompanhar! 💻📕🤓📲📝"
37,4e023c45a6fc4991011d949ae2e9585ccd8cd3f08b5c52ecd000bcc5715aab92,"Explore os dilemas éticos da inteligência artificial na sala de aula e entenda como equilibrar tecnologia e valores humanos para uma educação segura, inclusiva e ética."
38,b1bd57be66983682893cd51d9a7176f48527061da28d114436567a9df35772b9,vendo o debate de segundo turno da cidade em que eu moro e incrédula que o candidato de extrema direita realmente achou uma ideia sensata propor inteligência artificial pra melhorar a educação 💀
39,1ca2aefcd40c6f445fe5c7dd83e90ea99a7b47e199527a5eb8f6760b903095e8,Conversa com o futuro: A revolução de 2024 [chatbots e inteligência artificial na educação] educa-tube.blogspot.com/2024/10/conv...
40,66058089dfb2e6c8526be3578a4ddc4a9d14e9197694987153827156594b9b8f,Ministério da Educação busca formas de usar inteligência artificial em políticas públicas <URL>
41,2499ef927a230ac486e9fe726a397c2f4e0e055635995f0a643c656bbcd1f212,INTELIGÊNCIA ARTIFICIAL | Pesquisadores e gestores públicos debateram esta semana a utilização da inteligência artificial e a governança de dados nas políticas públicas da educação. Saiba mais: trk.ebc.com.br/YH9an.
42,99e5524c6f1805f09f4906a0b7363dbe9f5049251c9a04bd63e99bfec496c069,"Bruno Engler vai usar Inteligência Artificial p/ espancar professores, maltratar servidores e torturar adversários? Ele é bolsonarista, e bolsonaristas adoram Ulstra, o torturador. São de direita, odeiam a Educação e espancam professores. Como mentirosos querem transformar escolas em quartéis."
43,536bb562e7883447d782bef5242d19c0327ecc6d8af8e21c0245ee4fee44fb2a,Revolução na Educação: O Impacto da Inteligência Artificial nas Salas de Aula... Mais informações no site: <URL>
44,336ef5140b03b29e347978cdabc93f36751765a3b28ace453616244741e5ee04,"Fake News por inteligência artificial é a doença dos novos tempos. Apenas a educação, aquela raiz, com interpretação exaustiva, para discernir os males hodiernos."
45,3169692ef669fdd369e8588230e28d176051d8ba68ad3e73f6106ba7fea7e15b,"Pais nos EUA processaram uma escola por punir um aluno que usou inteligência artificial. O caso, em Massachusetts, reacende o debate sobre o uso de IA na educação. (Leia a matéria inteira em: <URL>"
46,1ca2aefcd40c6f445fe5c7dd83e90ea99a7b47e199527a5eb8f6760b903095e8,Conversa com o futuro: A revolução de 2024 [chatbots e inteligência artificial na educação] educa-tube.blogspot.com/2024/10/conv...
47,1ca2aefcd40c6f445fe5c7dd83e90ea99a7b47e199527a5eb8f6760b903095e8,Conversa com o futuro: A revolução de 2024 [chatbots e inteligência artificial na educação] educa-tube.blogspot.com/2024/10/conv...
48,589b682470be2afd058e510a9b3d4c20bcfa499a07cb2fc5c145c276758fe04b,O ensino de marketing digital e inteligência artificial enfrenta diversos desafios. A educação nessas áreas é crucial para a competitividade e inovação das empresas. (Leia a matéria inteira em: <URL>
49,e494d6da8046eea220cfb5dd6482fb16e74758916ca8a339a1aa3fb53cea4416,Cursos online são destinados ao conhecimento do mundo digital em áreas como Tech e Inteligência Artificial #educação #carreira #ambev #movimentoblackmoney #bolsasdeestudos #formaçãotecnológica #inscrições #jornalhojeemdia
50,51f8eb2b7d8e50321446359097e243d29507d04c588619ec8f314bb0e9afd329,"No Opinião, Rita Lisauskas conversa sobre o uso da Inteligência Artificial na educação"
51,f24954249a8968c94b97eb13eef1a1cd8cd207354f5df06e456f67b68dde6187,"Tive que escrever no Chat GPT uma mensagem pra uma pessoa pedindo pra ele deixar menos agressiva e ofensiva, de tão puto que eu tô, mas não posso perder a educação emocional, mesmo que eu a terceirize pra inteligência artificial."
52,51f8eb2b7d8e50321446359097e243d29507d04c588619ec8f314bb0e9afd329,"No Opinião, Rita Lisauskas conversa sobre o uso da Inteligência Artificial na educação"
53,6bb6974b6b628ea768aca2ce9711ac84a1148a37df59c910f5715eb31e5bd2ad,"A plataforma educacional Blip Academy disponibiliza conteúdos sobre Inteligência Artificial Generativa, direcionado também a educadores: educador21.com/curso-gratui... #educação #tecnologia #inovação #educador21 #plataformaeducacional #BlipAcademy #IA #inteligênciaartificial"
54,1ca2aefcd40c6f445fe5c7dd83e90ea99a7b47e199527a5eb8f6760b903095e8,Conversa com o futuro: A revolução de 2024 [chatbots e inteligência artificial na educação] educa-tube.blogspot.com/2024/10/conv...
55,1ca2aefcd40c6f445fe5c7dd83e90ea99a7b47e199527a5eb8f6760b903095e8,Conversa com o futuro: A revolução de 2024 [chatbots e inteligência artificial na educação] educa-tube.blogspot.com/2024/10/conv...
56,86f638a62d0e14f9be6f196323f574acf7ab860404c4f5a124d22b86da2ae290,"Conversa com o futuro: A revolução de 2024 [chatbots e inteligência artificial na educação], no Educa Tube Brasil educa-tube.blogspot.com/2024/10/conv..."
57,03067a1a957e7f5a0ff180bd17c68fe6e7b0ad0bd3c4240b3b41ffdcf81f5f46,"#empresasenegócios: Todas as semanas, durante uma hora e meia, eles se encontram com alguns dos associados do Instituto de Estudos Empresariais (IEE) para aprender sobre conceitos da educação financeira e explorar o universo da Inteligência Artificial."
58,45fad46728bed90cc43b5053153f452e9745405de438b0c33e057bc832f33d8f,"Chamamos um Ph.D. em Matemática pra cuidar da nossa curadoria de Inteligência Artificial na Educação. 🧠📊 Luciano Meira, Ph.D. pela Universidade da Califórnia, mestre em psicologia cognitiva e pedagogo, é professor na UFPE e coordena ciência e inovação na PROZ Educação. Inscreva-se em recnplay.pe!"
59,f8cf43682416614f443a1a1d4dc07c4c0975a012e3795d454196aef9abbb1d65,"Além da boa e velha conscientização e educação do consumidor, a Inteligência Artificial (IA) surge como uma poderosa ferramenta para atuar contra o problema do desperdício de alimentos - leia a opinião de Eduardo Petrelli, cofundador e CEO da Mercado Diferente"
60,828739113200da5d5bde1a57f59e12a2144d3520c426c13fb74bb69b1302f2f9,inteligência artificial pra fazer planejamento e prova kkkkkkkkk pavor do futuro da educação
61,59dc0cd7e579c5b32ca8114e277f486b280612dcaacead049c877e82847ea4d1,"Conhecimento gratuito! ""Educação para a Era da Inteligência Artificial é uma obra que aborda o impacto da IA no setor educacional, trazendo reflexões sobre como essa tecnologia emergente está transformando a maneira de ensinar e aprender."" <URL>"
62,3d82e67afd93f891ef90befcd019d9a70ce272987d0ddbd7875ea4063b7861c2,☝️🤓 nao uso inteligencia artificial nas minhas atividades a fim de nao prejudicar a minha educação (obrigada estarei usando bjs)
63,745944a6bbd73d305f3e5fa67490cd6c19533ec52b682e4818cb0591749ed782,"A tal da ""inteligência artificial"" se usada com inteligência pode ajudar de várias formas na educação e na cultura. Acho fantástico coisas tipo essa aqui. Até eu que sou agnóstico me emocionei ao final do vídeo. youtu.be/WtpSq1YgQmY?..."
64,0792ce0dbb092a5ac7d2c717818217739e77584d558dfda2375d8acee43cb96f,"Como as escolas suíças e alemãs usam a Inteligência Artificial nas aulas: educação, tecnologia, metodologia e criatividade educa-tube.blogspot.com/2024/08/como..."
65,d69ff78800cc9494dd3e49a8a0291868f2e7fa8efaa0a2041515cc8c14da836d,O uso da inteligência artificial na educação já é uma realidade. O recurso vem transformando a forma como professores ensinam e alunos aprendem
66,4f3cd39a19f5911ff42426409ad9ae00e4af0a7ba76958a73e962011fd52d090,Você trata com educação a inteligência artificial?
67,29c58bdefc3663a9b5fd4dcd4de1da85d625e53f070d920d6871bdd3c0608cdc,"A mesa 2 acontece no dia 16/11 as 14h falará sobre o Uso ético da Inteligência Artificial na ciência, na arte e na educação. Com Gildo Girotto, Larissa Macedo e Veronyka Gimenes"
68,822789035547122eeb5251257f271171c2db3af77c0fbb799441ff3f8a68e25b,É com grande satisfação que anunciamos que Tânia Maria Hetkowski estará conosco no III Seminário Internacional Conexão Escola Mundo! 🎉 Tânia Hetkowski participará do debate “Culto à inovação” e também da Mesa Redonda “A inteligência artificial e a plataformização da educação”
69,89ba305fd425f00d9363050eee947de6cbc9b9830a4b33bd6d15adbeede8f002,"Carlos Eduardo quer utilizar inteligência artificial para auxiliar na educação das escolas de Natal. Ele não especifica como, mas acredito que será da forma mais podre possível. Pqp viu, é só descida de ladeira"
70,bbae45aa1891a30febaf0dd73530a594f4356f59d26c25a14da3bbfa4436b61e,ba 10h da manhã uma profe ex-colega de profissão defendendo uso de inteligência artificial na educação fundamental sinceramente queria desaprender a ler
71,bb88033efa590fc58e4b4cd476b22c6749ecfd2a091ad08f678004712626e7f8,Criadora do ChatGPT quer levar inteligência artificial às escolas #aumento #Chatbot #ChatGPT #Educação #empresa #Escolas #IA #InteligênciaArtificial #OpenIA paraibabusiness.com.br/criadora-do-...
72,46b03db5150239f5c45cf49fc62a5e1364a9042b0fdcdb9470be3b6d83f8cc40,A semana foi muito intensa. Educadores de todos os níveis estão discutindo o uso (ou não) da Inteligência Artificial na Educação. É muito importante que tenhamos muitos espaços de reflexão sobre nossas práticas para dar conta da mudança cultural provocada por essa tecnologia emergente.
73,4fcd274edfc57851c6be9701663ed676bb219f9fa0616baff3656b2f32775d42,Sigam meu canal nas rede vizinhas. La falamos sobre os desafios da inteligência artificial na educação. <USER> No Telegram tambem temos t.me/iaparaeducar
74,442f1c21891ef7d14dd99007b0409f58d52981ec53b4ea2e6af1bc38e0c51b71,fazendo uma pesquisa no chatgpt mas dando boa noite pra inteligência artificial antes de tudo pois minha mãe me deu educação
75,2f8f0be3db499df66a7a372868b50db571f042ed18a14b450430361fcb4d4c39,"aplicação de inteligência artificial na educação, como muitos alunos agr só tão na base do chatgpt eu queria falar sobre como isso afeta o desenvolvimento dos estudantes mas tbm se usado de forma certa pode ajudar tanto o aluno e o professor"
76,a05c45d9083e7adf33599f1f3a00e96081e6bbcb2a5512137ab200ce88fdb360,"A tecnologia, como a inteligência artificial e o WhatsApp, pode ser uma aliada no processo de aprendizagem. A utilização dessas ferramentas é cada vez mais comum e oferece novas possibilidades para a educação. (Leia a matéria inteira em: <URL>"
77,fc9eee1c82f0531f1dc7b3fe06760d29f8ef4db4ef43b13b1bfadad333f31d39,........acabei de fazer uma dissertação argumentativa em 1 hora sobre os beneficios e maleficios da inteligencia artificial na educação brasileira
78,ffb8dbe943896622c97ef8e9e3b069791375f9ddf97c2046edccde6b71054337,"O Instituto Legislativo Brasileiro (ILB) marca presença no 29º CIAED – Congresso Internacional de Educação a Distância, em Brasília. O evento discute o novo marco regulatório para EAD, a qualidade do ensino a distância e o impacto da inteligência artificial na educação. Veja: youtu.be/udeJ5JutV0Y"
79,af412bf24ba6bbb4160f2872ccd256262c8417377bdf9145326dee3bd6e8c740,"Seiji Isotani, especialista em educação, defende a integração da tecnologia no currículo escolar, destacando os desafios e oportunidades da inteligência artificial na sala de aula. (Leia a matéria inteira em: <URL>"
80,c1adeca001c8482a45a8f5232c2e63a20b2a25c3343224ec0f45abd9841136f1,"Especialistas analisam os benefícios e desafios da inteligência artificial na educação, reconhecendo sua presença crescente em sala de aula e a necessidade de adaptação a essa nova realidade. (Leia a matéria inteira em: <URL>"
81,e2a9977b085106b9b57ed5965029c215e29e64c0f3e6f84ee504e4e73c312a4b,"Os desafios da educação na era da inteligência artificial e, do lado, os desafios do país na era da burrice natural - o congresso, cagando e andando para o povo, é diretamente responsável pelo caos climático mas não é cobrado pelo povo que atribui a responsabilidade ao governo executivo federal."
82,b4614cd70572ccdc5f81fde885460014102cd21b421e4fd447594de1d1f80f72,📰 Capa do <USER> de hoje (15.9.2024): “Os desafíos da educação na era da inteligência artificial”
83,b480e114f612161b6b7acf252bba47efb4829a62abddfa8784d1ddc684507853,"Pessoal, me desculpem, não era minha intenção baitar vocês! Eu só acredito que podemos criar um mundo melhor com empatia e educação, não com Inteligência Artificial dominando. Desculpem se fui muito pessimista antes! Vamos trabalhar juntos por um mundo mais justo."
84,56b1a93604031aa562c970e139907dc9b95c39ea1871d5c9a22cfebbbaf8d4eb,"Em evento realizado em São Paulo, professores discutiram os desafios no uso da inteligência artificial, que envolvem desde a formação de redes, docentes e alunos e limites éticos gauchazh.clicrbs.com.br/educacao/edu..."
85,2c57541e4e2e12b3a41ad2eeefaf4cbb67b6a04e4621c271297c7c1680b61b94,"💡Palestra única promovida pelo Colégio de Estudos Avançados da UFC, com o ex-ministro da Educação prof Renato Janine, debatendo sobre os desafios das universidades brasileiras ante o avanço da Inteligência Artificial, do conservadorismo e da competitividade mercadológica. youtube.com/live/VMyeULL..."
86,c6ec39996ecd3b744520f62c085f4e32df9d5c2167a93b312eb3f0b70d9da881,Vocês acham que a Inteligência Artificial vai transformar mais a educação ou o mercado de trabalho nos próximos 5 anos? 💡 #FuturoDaIA #Inovação
87,e2c7237f127b2dc0a54b6e4aadc5c2ef8556cce5c94aa54937f65cc3556d1e4e,"A Inteligência Artificial será essencial no futuro próximo, revolucionando empresas, saúde e educação. Ela otimizará processos, personalizará experiências e ajudará a resolver desafios globais, como mudanças climáticas, criando um mundo mais eficiente, inclusivo e inovador para todos. #IA#sdv #paz"
88,1c9abc9ab566fb54256e354b508ddb4203abb5450a6abe54daed08145361c6bb,"Inteligência artificial, IA generativa serão a solução para: ( ) Sem-tetos ( ) Diagnóstico da doença X ( ) Educação ( ) Miséria ( ) Etc, etc Só trocar IA por Blockchain e teremos exatamente o mesmo discurso usado em todos os programas de aceleração de startup em 2019."
89,b1b10d4faf6a4322519efe9b6e699c51be5c28624a37ce441ec955288efcfa29,"Inteligência artificial, IA generativa serão a solução para: ( ) Sem-tetos ( ) Diagnóstico da doença X ( ) Educação ( ) Miséria ( ) Etc, etc Não faz nem 5 anos, era só trocar IA por Blockchain e o discurso das apresentações era exatamente o mesmo. <USER> […]"
90,8418c44112a7157ef8584dad0f45cd2f0ed6c795a2fab87357728806c09fc295,"""O grande desafio"", afirma Francisco Coelho, ""é a formação continuada dos professores e o controle ético. A inteligência artificial agrega muito, mas o futuro da educação ainda vai ser bons professores motivando seus alunos e utilizando ferramentas para contribuir no processo de aprendizado""."
91,3901ef0c5b12c6cc6008cc78b4ce174c2c5bc84bccf086eb8bbddb225dd01cfc,Meu artigo no UOL sobre o Inteligência Artificial na Educação. <URL>
92,3af07eccd19b78bc87fab1c1ec0c773f2d93e3d783efd498656bff1844a28237,"Somos um exemplo global de inovação e uso da tecnologia no ensino-aprendizagem. O Piauí foi reconhecido pela Organização das Nações Unidas para a Educação, a Ciência e a Cultura (Unesco) como o primeiro território nas Américas a implementar o ensino de inteligência artificial na educação básica."
93,1c6de1f15d40a73fde8e8b2197e144cd2a24d6994a3e46249d3cb0a127781266,"O professor de educação física me dá dicas de como usar inteligência artificial, mas me pediu para converter um arquivo PDF em word"
94,e26eb82c8974ba551cfb6ec7864e34e463864834cc0ac96f3cbf04ade3ed8904,#OPINIÃO 📝Celso Niskier | Como a inteligência artificial está redirecionando a educação superior; Instituições que conseguirem alinhar práticas pedagógicas às inovações tecnológicas estarão na vanguarda
95,9795fa8305f9394ed8ce6c165f11b27a73830e9b0fe444ce375fe690495f4d61,"No aeroporto, no Rio, aguardando voo de volta para São Paulo. Foi muito bom o painel sobre O Futuro dos Empregos e a Educação no Brasil, na ACRJ. Falei do impacto da Inteligência Artificial na Educação e tb sobre o Ensino Técnico."
96,19c87e331d7eaf465b0205e192eda0bc7df15cb526baa63f720ef649b596715f,"Inteligência Artificial na Educação Básica?, entrevista para <USER> soundcloud.com/cbnrecife-co..."
97,c77577982c9287229d29db509e80721224bd24e97b435dab385fca33242a7b25,"Lidos e recomendados (1º sem - 2024): 1)""2041: Como a inteligência artificial vai mudar sua vida nas próximas décadas"" 2)""Inteligência Artificial na educação básica"" 3)""A era da ia: e Nosso Futuro Como Humanos"" 4)""INTELIGÊNCIA ARTIFICIAL E EDUCAÇÃO: Refletindo sobre os desafios contemporâneos"""
98,65b0b8356ae7028c71dedfa3425903ecd8763c028d4dc0701af1963e51217859,"Também, atualmente na coordenação de um programa de pós, com toda responsabilidade. Mas também com projetos novos, pesquisando e divulgando Inteligência Artificial na Educação"
99,8902b2e27a12cb2ba5a6e52eda18b67762d99d70cf01c81c9e4489e49d453066,#Hoje 17h! - Contee Conta debate sobre o mundo do trabalho em tempos de EaD e inteligência artificial assista! cutt.ly/3eQbolXi #EaD #Educação #ReformaTrabalhista #GarantirDireitos #LutaréExistir #RegulamentaJÁ! #sigaCONTEE
100,95aa5fade58b9ebf544aaacf13786baa79708f6a7482eac00c42c7ad52d36efd,"Esse bonito aí é o meu livro que fala de metodologias ativas, taxonomia de Bloom, prompts em diferentes áreas e tudo o que tu precisa saber sobre Inteligência Artificial para o aprendizado. #ia #inteligenciaartificial #livro #educacao #saladeaula"
101,30f34c3c7b96c28c37ef02a30abf9dec5fc5900ded20040d4deb65b226787442,"A inteligência artificial (IA) está transformando a educação, com o relatório ""Shaping the Future of Learning: The Role of AI in Education 4.0"" explorando seu impacto. A IA está moldando o futuro da aprendizagem, abrindo novas possibilidades para o e... (Continue lendo em: <URL>"
102,a614b0055392be74274ccd4b97499b07eecfc24aa5a0458890413054c440e994,"Acho que na batalha BlueSky vs Threads, vou ficar por aqui... Espero que o algoritmo me conecte a: - Programação - Inteligência Artificial - Análise e Desenvolvimento de Sistemas - Realidade Virtual e Aumentada - Educação - Administração - Empresas - Tendências de mercado #BolhaDev #StudyTechBR"
103,7510b580d052cc2459c41e1888c8144d21cbd0ce65b7c06a45d963f6e00a17dc,"Como as escolas suíças e alemãs usam a Inteligência Artificial nas aulas: educação, tecnologia, metodologia e criatividade, no Educa Tube Brasil educa-tube.blogspot.com/2024/08/como..."
104,65ee51dc175adfc6a117df5b1f2e52d079adbc1eceac7e926633f73eba6e7fe8,Secretarias do ministério informaram ao Núcleo não coletar informações sobre o uso de inteligência artificial na educação pública brasileira
105,7dfec6e70bd388216bba10b3a437b06f538bc768ca3941d907225db00c1550f6,PALAVRAS DOS BRASILEIROS : Inteligência Artificial vai destruir o futuro da educação? -JÁ DESTRUIU- É CERTO!!!!!!!!!!!!! <URL> ...
106,73cefd05b1dd132e5980deeeb5e073de0c9fe0f9991a0c1c076b06e06c659bf9,PALAVRAS DOS BRASILEIROS : Inteligência Artificial vai destruir o futuro da educação? -JÁ DESTRUIU- É CERTO!!!!!!!!!!!!! <URL> ....
