item_id,acceptance_3,intensity_3,applicability_score,text_hash,text
24,0.0,0.0,1,a5670ac7f380086e11a0462bbff7f130eddc1e02334fc6e718bb95d0a7b2956e,"Como a inteligência artificial está mudando a educação financeira no Brasil, segundo Nathalia Arcuri, Marilia Fontes e Nath Finanças […]"
33,1.0,1.0,1,46905f3705d9db75a5403991b8d35c8b1b8cd5ae49d004114e06097080582f81,"O futuro precisa incluir todo mundo. 💡🤖 A inteligência artificial pode transformar a educação, gerar novas oportunidades e preparar a juventude pro trabalho do amanhã, mas só se o acesso for pra todos e todas."
37,1.0,1.0,1,131d77104b0c994c3b99880dbcafa09b26136f481111302007032848f0e89ab0,noticias.up.pt: Spin-off da FEUP quer revolucionar a educação médica com Inteligência Artificial Plataforma desenvolvida pela Medtiles alia tecnologia e medicina para preparar profissionais de saúde com simulações clínicas inteligentes. <URL>
46,0.0,0.0,1,185b2aec0adea85f12031b59802c5d4793aa9149b99411abd4f481c18bbe58b3,​🎓​💻Mapeando os impactos da inteligência artificial na educação O novo relatório do InternetLab traz os resultados de um mapeamento exploratório sobre o tema em áreas estratégicas da sociedade Quer saber os principais apontamentos da pesquisa na área da Educação? Segue o fio 🧵​
47,0.0,0.0,1,d7b8b95400c643f75d0dcdf4454c19ee7c86d2b01498c565ad03480f91beffed,Inteligência artificial na educação: Entenda os benefícios e desafios
48,0.0,0.0,1,bceac6a3fe51f713dbfb4e7f73af32ed793c53ae4e7898ef068661c388d2b56a,As tecnologias de Inteligência Artificial (IA) na educação básica brasileira estão em debate na Comissão de Educação. Envie suas perguntas: cd.leg.br/oYHCCiBP0i
50,1.0,1.0,1,73b2b3cc077ab152d10234c6d798d73a5c20babf3d07a502f3ecf951c0628955,Robôs e IA no currículo: Thiago Gomes lança projeto inédito de Inteligência Artificial em escola privada brasileira Escola no DF se torna a primeira do país a ter robôs e plataforma exclusiva de IA integrados ao currículo de forma oficial e estruturada O educador e empreendedor em educação Thiago…
52,0.0,0.0,1,f411dbcb5f94ee6d358c56e5dc71261bed66d83ff0d01dbf05c58b20be92f56a,Cine Educação 2025 discute inteligência artificial e futuro digital em mostra gratuita no Rio .
55,1.0,1.0,1,fa9093db90c5e8e0032d49d9100fb77ea2d4645642107c979695b25b1e89bef6,"O segundo dia do seminário ""Rio como polo de IA aberta e soberana"", promovido pela Finep, foi dedicado ao debate sobre o uso ético da inteligência artificial na saúde e na educação. Leia: bit.ly/3IU6FLQ <USER> <USER> <USER>"
61,1.0,2.0,1,b6f1b8d9931bcb577395021fb2070884201daae123ae85e876ddf6547657add6,✨ **Revolução na Educação: Professores Brasileiros na Vanguarda da IA!** 📝 Você sabia que os professores no Brasil estão utilizando inteligência artificial mais do que a média da OCDE? Descubra como essa tecnologia está transformando o ensino e beneficiando alunos em todo o país. Clique e saiba ma
63,1.0,2.0,1,e5d141ed2ed967dc6c7d5092c3ee89dbcfc639d494e119a4104849bf45be3a79,✨ **Transformando o Futuro da Educação com AI!** 📝 A revolução da educação tech está em curso! Descubra como as escolas estão superando desafios e integrando a inteligência artificial para criar um ambiente de aprendizado mais eficaz. Não fique de fora dessa transformação! Clique e saiba mais sobr
64,1.0,1.0,1,f8cb17eaaa774d98d5cdad56925fd03d0a7a4eb21b27d4df40efee85808665f5,"Goiás lidera aplicação de inteligência artificial e aposta em educação para o futuro, diz Caiado <URL>"
65,0.0,0.0,1,bca319cdf24e34ae6a4f96283b259bc51171522a30954a23cde551f767f2f848,"EDUCAÇÃO EM TRANSFORMAÇÃO 📖 O evento promovido pelo Estadão nesta segunda-feira, 29, debateu a qualidade da educação básica, a preparação do ensino superior e o impacto da inteligência artificial e das redes sociais na vida dos estudantes, como parte das comemorações dos 150 anos do jornal."
71,1.0,2.0,1,55ed439212826e9b10f959bc8186d41890c1c6e3e212b44ad4b993dda5bad2f1,"✨ Educação do Futuro: 70% dos Alunos do Ensino Médio Usam IA Generativa! 📝 Descubra como a inteligência artificial está transformando o aprendizado no ensino médio! Com 70% dos estudantes adotando essa tecnologia inovadora, o futuro da educação nunca foi tão promissor. Clique e explore essa nova e"
73,1.0,1.0,1,21f72056d11a91215097969f4083309b13a638a696b1566941f0fe1337729c7b,"Curso gratuito e online ""Inteligência Artificial para Educadores da Educação Básica: competências digitais e inovação pedagógica"", oferecido para professores e estudantes. 40 mil vagas. Inscrições até 10/10 x.gd/27BSq"
75,0.0,0.0,1,60578fde920e0713cc954a0f5a1274c18fdf07ec59e7489ca4f60cec5b64137d,📰 Fórum RNP discutirá papel da inteligência artificial na educação e pesquisa Evento em Brasília contará com o lançamento do 2º Centro Nacional de Dados do Programa Conecta e painéis sobre o Plano Brasileiro de IA
76,1.0,1.0,1,172dc1fb67ce7105e2b93a99bffafd6cc2062f16a033abeb3de1d266977b7ae5,"Das ardósias à Inteligência Artificial Na próxima semana estarei por Sao João da Pesqueira com uma reflexão sobre a Inteligência Artificial e a Educação: transformar desafios em oportunidades de aprendizagem"". Agradecido pelo convite e parabéns à organização pela iniciativa."
85,-1.0,1.0,1,3aac8966334c8f47a69a799746eb94d1e5402f2b050d952304b7d08b53b0781e,Inteligência Artificial da Meta atrapalha educação na Colômbia apublica.org/2025/08/inte...
89,1.0,1.0,1,1d1894484dd218eea51eaf554c7a30cb9cb8ba5593d48e5b76db7c9fbce25602,Estudante de escola pública usa inteligência artificial para criar plataforma que ensina educação fiscal: 'impacto social'
91,1.0,1.0,1,e2afaf99a4c794bd1dd3528b4aab15f1aca4d86ab0b0c201edfa69ffcd4d07c1,"Acabei de publicar um artigo com 5 cursos gratuitos e online sobre Inteligência Artificial para a Educação. 🤗 virtual, 👩🏽‍💻👩🏽‍🏫 . Acesse: <URL> . #IAnaEducação #FormaçãoDocente #TecnologiasModoDeUsar #CompetênciaDigital #EducaçãoInovadora #Educação"
92,1.0,1.0,1,13adf3675ba41cc805d93b8cd3338bbad21a8890e34cb71849f46afbf0e940af,"jfborges.wordpress.com: Marco referencial de competências em IA para estudantes | unesco Download &#124; O documento apresenta o primeiro quadro de referência mundial para competências de inteligência artificial (IA) destinadas a estudantes, assumindo que a educação deve preparar cidadãos c..."
95,1.0,1.0,1,64e7c684794b027ca368f7559fc9e365dda1c70117338f358b519aa44b7e87e3,"Ontem, nossa coordenadora de educação Mariana Ochs realizou uma palestra na abertura da Semana Pedagógica do SESI-DF, em Brasília. O tema da semana é ""Inteligência Artificial para uma Educação Significativa"". Confira como foi!"
96,1.0,0.0,1,7cc6e641553bda2b62935cd031b95d906e175a3f0bd052662df1fd0ff9159ea1,Inteligência Artificial: Ética no Uso da IA na Educação iclnoticias.com.br/atg/etica-no...
98,1.0,1.0,1,037ddaa2b84fa8867b2824183b2cca429a7ec94cdb34de3a6e6ebfc388bd5b4a,"jfborges.wordpress.com: Entre algoritmos e aprendizagem: SchoolAI na encruzilhada da educação digital A inteligência artificial chegou às salas de aula portuguesas e mundiais com uma promessa audaciosa: personalizar a aprendizagem, libertar os professores de tarefas repetitivas e preparar o..."
106,0.0,0.0,1,c922950e1ff053581d3ca63466ee6e9955006c0fd44b2ed1b0052404110d3b3b,Três artigos para quem quer ter uma perspectiva geral sobre inteligência artificial generativa na educação superior: 1) Generative AI in higher education: A global perspective of institutional adoption policies and guidelines (2025) <URL> Seiji Isotani no Linkedin
107,0.0,0.0,1,774b81551e52ed35803c663c5f7eab8e530cf5e76eb21ae0c74c44699411f082,"Amanhã, 26 de junho às 9:30 horas, estarei no Conselho Estadual de Educação de Pernambuco para conversar sobre Inteligência Artificial e Educação. Vai ter transmissão no canal do Youtube: <URL>"
108,0.0,0.0,1,f0d3cff95360e92d5e98fb43e0f7f38a5482b7d2663d13f9615c12d4554a94ab,"Como os especialistas estão vendo o uso da IA na sala de aula O coord do Centro Integrado de Inteligência Artificial (CIIA) do DF, Ricardo Sampaio, e Cristina Shimoda, coord de Transformação Digital do MCTI, no programa Bastidores da Educação <URL>"
109,1.0,2.0,1,ac672896454c67b75502899a81a1dc853e69eff85966cf06baab0cad7ae5e828,"🤖 O Futuro da Educação Chegou: Como a Inteligência Artificial Vai Transformar a Sala de Aula! 🚀 Prepare-se para uma revolução no aprendizado! 🤯 A Inteligência Artificial (IA) não é mais coisa de filme de ficção científica e está batendo na porta das escolas, prometendo uma transformação como nunca…"
110,0.0,0.0,1,e1d2a21fa519b27c45c1dbf93f78407a27c2502cf09782c9f8bc9f228eb2e989,"Primeiras experiências do uso da Inteligência Artificial dentro da sala de aula A secretária da Educação de Planaltina de Goiás, Eliete de Oliveira, o coord do CIIE, do DF, Ricardo Sampaio, falaram no Bastidores da Educação. <URL>"
111,1.0,1.0,1,4a0a02e0c4e69e8c17e7e9c4f7a8494fbdf75fdbaeeed59a3f710b2dbd6de0ce,"Uso do Chat GPT na Educação: Como a Inteligência Artificial Está Transformando o Ensino A tecnologia tem se tornado uma grande aliada na educação, e um dos recursos que mais vem ganhando espa... #technology #artificial-intelligence Origin | Interest | Match"
117,0.0,0.0,1,d0e7fa51bc37a912122b51898e96e25debacdd5ba537f3c10b9ee30064e80e30,"3º Fórum Internacional de Educação tem início em Kazan, na Rússia O 3º Fórum Internacional de Ministros da Educação começou nesta quarta-feira (11/06/2025) em Kazan, Rússia, reunindo representantes de mais de 30 países. O evento debate temas como digitalização, inteligência artificial e ensino à…"
118,1.0,1.0,1,f6171a6215a603b10286247c3ffd78bb9c150e2c53f919c4b7e0fa321613cbf1,"#OPINIÃO 📝 Rodrigo Tavares | IA, educação e o velho pacto das elites. A inteligência artificial pode nivelar o saber, mas não elimina os filtros sociais que regulam o acesso ao prestígio."
121,-1.0,2.0,1,e1a8b0825e8b13ae262f78abe31fd3630453db615dbe0978809acf1ab8531341,"O texto encomendado começa com ""A educação tende a ser uma das áreas mais beneficiadas pela inteligência artificial (IA)"". Eles não têm nenhuma vergonha."
123,1.0,1.0,1,d371705d6c6cf616b91b7d5989c7e6ec4fc4366ceb6410c5d5b0db481dbd0510,"APLICAÇÃO SERIA NO FUTURO O Ministério da Educação avalia a possibilidade de usar no futuro a inteligência artificial (IA) para a correção das provas doEnem. A informação foi dada nesta quarta (4) pelo ministro da Educação Camilo Santana, durante entrevista à Rádio Eldorado."
129,1.0,1.0,1,221bca5080f31943efee6bae420341e538b3123cc3579d9baf27ac4a57ab3d32,"Goiás lidera a regulamentação de Inteligência Artificial no Brasil Goiás tornou-se o primeiro estado brasileiro a regulamentar o uso de Inteligência Artificial (IA), impulsionando a inovação e a educação tecnológica no país. A iniciativa visa transformar o cenário tecnológico, promovendo parcerias…"
130,1.0,1.0,1,ebd9cfafe4c0384a632906aff606af026a3a43fb722fccb91f75ad243b0fc519,"Também me encontrei com a direção da empresa Huawei. Conversamos sobre estratégias e projetos com foco na modernização da educação, ampliação do uso de tecnologia e inteligência artificial para melhorar a saúde e a segurança pública na Bahia."
132,0.0,0.0,1,9c51dffc31d18d8b908fa03fb8232610b0978a17524bdceadae428c576b59e17,"V Ciclo de Trilhas Formativas – “Educação STEAM e Inteligência Artificial no Cenário da Internacionalização”, terá lugar no dia 21 de maio (quarta-feira), das 17h30 às 20h30 (PT) | 13h30 às 16h30 (BR). Programa - portal.uab.pt/v-ciclo-de-t..."
133,1.0,1.0,1,9c467ae822eed91bf6e0bfc7856fe8b3c250f6ae5b6386e324671c465b5b576f,"Cursos Gratuitos de Tecnologia e IA com Google, IBM e DeepLearning.IA A educação em tecnologia e inteligência artificial tem se iterado rapidamente, com plataformas renomadas como Coursera, Google, IBM e DeepLearning.IA oferecendo cursos gratuitos que capacitam profissionais e entusiastas a se…"
137,1.0,1.0,1,99b0d5c6aa5530a29a87a4cc5d52d9129f0b3c220c862bb7e25839f7982c06b4,"O Impacto da Inteligência Artificial na Educação: Prepare-se para o Futuro A inteligência artificial (IA) está revolucionando diversos setores, e a educação não está imune a essa transformação. Neste artigo, exploramos as principais mudanças que a IA traz para o futuro da educação, destacando…"
138,1.0,1.0,1,a6d17f0408fed0c430ebb4b707e6ac560f662a54b7165bda61be506470bae7b3,"Projeto de Inteligência Artificial para Estudantes na Região de Campinas Na busca por incentivar a educação tecnológica, um novo projeto cultural focado em inteligência artificial foi lançado para estudantes na região de Campinas. Este esforço visa integrar cultura, educação e inovação, abordando…"
140,1.0,2.0,1,d4fdb22f485f4d428cdd27ac12a30ba158007ceef4732570523270c3a7c7bb4e,"Inteligência Artificial Brasileira Revoluciona o Ensino a Distância A educação a distância (EAD) ganha forças com a implementação de uma inteligência artificial brasileira que potencializa a aprendizagem, aumentada a participação dos alunos e personalizando o ensino de forma eficiente.…"
142,1.0,1.0,1,2be9691785b45589a920b4e183dcdd55a7dfa90e9f40a9402bf29b1de933dda6,Primeiras aulas do curso de inteligência artificial no Brasil: inovação educacional em foco A educação brasileira acaba de entrar em uma nova era com o lançamento do primeiro curso de graduação em inteligência artificial planejado especificamente para formar especialistas neste campo emergente.…
144,1.0,2.0,1,e0e33c34fecc1c6f5a059b1df06db7763058781e9b3ff43c316f9622698fa26d,"PUC-Rio lança o primeiro bacharelado em Inteligência Artificial do Brasil A PUC-Rio de Janeiro estabeleceu uma nova era na educação tecnológica ao lançar o primeiro bacharelado 100% dedicado à Inteligência Artificial no Brasil, preparando estudantes para o futuro da inovação. A revolução da IA na…"
146,1.0,2.0,1,743e9edaa2e8c61e39337eb5d7c2a3aa37799feaecc78c67fd5345ad4e0b2398,"Ensinar inteligência artificial nas escolas é essencial para o futuro da educação No cenário atual, a inteligência artificial (IA) está transformando a sociedade e a economia. Nesse contexto, ensinar IA nas escolas emerge como uma necessidade urgente para preparar os estudantes para o futuro da…"
147,1.0,2.0,1,ecb79983c5b9be3702c23ce90144cf2cb905922d9dfd3e28e5720d50cc97659c,"A Revolução da Inteligência Artificial na Educação Fundamental e Média Na era digital, a inteligência artificial (IA) emerge como uma ferramenta imprescindível no aprimoramento do ensino fundamental e médio, proporcionando uma transformação radical na formação dos estudantes e preparando-os para…"
151,1.0,2.0,1,e9fc44d946dbb253ea96aa2c71ede89c64c79f520652abf246600498b94ce8c6,"Recriar uma lenda: Agatha Christie ganha vida com inteligência artificial para ensino de escrita A inteligência artificial está revolucionando diversos setores, agora alcançando a educação com a inovação de recriar figuras históricas como Agatha Christie, a rainha do romance policial, oferecendo…"
152,-1.0,1.0,1,752b5b3b2033aeee2ba874f3d19c2281f3612485bb44a62b27d432666ebce817,"O cara da educação física falando ""a inteligência artificial não vai acabar com o emprego de ningué, só vai separar quem realmente trabalha de quem só repete as coisas"" meu sonho de princesa ser otimista assim kkkkkk"
153,1.0,1.0,1,484d7a0ed5a547092355a5ccb0f90c0516931bae42a47bc74b0c9540015a132b,"Ensino de IA nos EUA: Como a educação pode transformar o futuro econômico A crescente presença da inteligência artificial (IA) no cenário global evidencia a necessidade de preparar as próximas gerações para um futuro cada vez mais tecnológico e automatizado. Nos Estados Unidos, um movimento de…"
155,-1.0,2.0,1,7620d7d2eb53ab48a373132ff0b083af9bae9901204b36dc2642b2cec3bf28bc,"Assegurar os direitos dos educadores e à educação no mundo inteiro - Heleno Araújo Em tempos de Inteligência Artificial, querem hoje transformar o professor e professora, atores tão centrais no processo educacional, em meros tutores de conteúdos já apostilados e pasteurizados. #Resistencia2498Dias"
156,-1.0,1.0,1,482c14757abca9a19a699cc20e1eb41aaa6dc834da2a4963ad985ea46e94c6d9,"Foi um filme que muito me marcou por materializar uma história sobre potenciais mas, sobretudo, riscos do desenvolvimento da Inteligência Artificial em um cenário de total desregulação e falta latente de educação crítica sobre as tecnologias."
160,1.0,2.0,1,6f033483c0ce6d2004dfaf3416b2f88a74a54af99f517b5d60ba4ab86f2cc01f,"Inovação em Educação: IA brasileira revoluciona auxílio aos estudantes internacionais A tecnologia de inteligência artificial brasileira está conquistando reconhecimento internacional ao oferecer suporte inovador na educação. A IA Emy, criada pela Cubos Academy, foi integrada à universidade dos…"
161,0.0,1.0,1,2946f67319bb8c5b01fbf77be07a8b1663eadc42d11ab7d21b1c6ed1fb2edbef,"No centro das discussões sobre avanço da inteligência artificial, a educação ocupa um lugar de destaque. Enquanto alguns afirmam que a tecnologia representa um perigo aos processos de aprendizado, outros defendem seu uso como uma revolução no estudo personalizado e no auxílio ao professor."
162,1.0,1.0,1,256c6c2dfb046c901168ba39516e3b1741500684d587547953ecc8d7eb00f477,Saiba como a inteligência artificial pode transformar a educação LGBTQIA+ <URL> <URL>
164,1.0,1.0,1,622c60a030ef5d542f86a60d20b556fdb2fdeb712208233635e724fee8c61bad,"Criação de Texto com Inteligência Artificial na Educação Infantil e Fundamental A criação de textos através de inteligência artificial tem se consolidado como uma ferramenta essencial no ambiente educacional, especialmente para alunos de 3º e 4º ano do ensino fundamental. Este artigo explora como…"
166,1.0,2.0,1,f01f002dabd0e220e0538b3383bdad6bc7281339d9466d2b722b712b12a91dff,"Inovação na Educação: Ufal lança IA.Edu e a Primeira Cátedra UNESCO em IA Desplugada A Universidade Federal de Alagoas (Ufal) revolucionou a educação no Brasil ao lançar o Instituto IA.Edu e a primeira Cátedra UNESCO focada em Inteligência Artificial na Educação Desplugada, promovendo inovação e…"
173,1.0,2.0,1,23cd0e432d7de250a41bd7cfeec49f52dcf23f3c8534154ed916a3bc6c0a697d,"#ATENÇÃO!!! O governo chinês acaba de anunciar que a educação em inteligência artificial será OBRIGATÓRIA nas escolas a partir do primário já em Setembro de 2025!! Enquanto os EUA extinguen o ministério da educação, a China investe trilhões!!"
175,1.0,1.0,1,08c87e33b7ab1ca5d331ee576a2a6ff8f0e4e7fa70cf603f403c469c531ec13d,"De uma oportunidade perdida na Califórnia a um projeto que ganha destaque internacional, a startup HiSolver está mostrando como a inteligência artificial pode impactar a educação revistapegn.globo.com/startups/not..."
176,-1.0,0.0,1,bd31f1fd27566463818fb07bbab103af3a6bf961b72a6ec6b070944075f028dc,"""Identificamos uma meta de Educação de Jovens e Adultos (EJA), que a gente sabe que é uma demanda muito urgente no nosso país. (...) Se pensarmos no século 21, discutimos educação e inteligência artificial (...) e temos uma população muito grande de analfabetos. (+)"
179,1.0,1.0,1,7a9186eea403685da1aa793e54ec560b1d6929b9ad9e9a79cfeea58fd674eb84,"Decodificando o ChatGPT para a Educação – Por Ana Beatriz Prudente Alckmin As tecnologias de inteligência artificial, como o ChatGPT, desafiam o modelo tradicional de ensino, mas também oferecem oportunidades valiosas para inovação pedagógica #Resistencia2468Dias Siga nosso BlueSky DilmaResiste"
180,1.0,1.0,1,d13ca90ef1d9674c2260fb94f261bb32490c089d868954b3fd4bd2d6f5f2f082,"🤖 No #IA Canelas Summit, falámos sobre “O papel da Inteligência Artificial na #Educação: desafios, obstáculos e oportunidades”. A inovação tecnológica só tem verdadeiro valor quando colocada ao serviço de uma educação mais justa, mais inclusiva e mais centrada nas pessoas."
182,1.0,1.0,1,9bdfa55990594381d02e87eb972fc89f142dceea11a65a5ccd883aacf6c774c8,"Você já percebeu como o excesso de estímulos digitais está afetando a atenção dos nossos alunos e a conexão com suas famílias? Leia nosso novo artigo e descubra como a inteligência artificial pode transformar a educação! #Educação, #Tecnologia, #InteligênciaArtificial e #InovaçãoEducacional"
183,0.0,0.0,1,153101977b9f72f0acccb7b6b955b426994a80fad7b659a05bf84c9ec730a6fd,"O tema de redação do 3° ano do EM é apenas "" Desafios para o uso crítico da inteligência artificial na educação brasileira"""
184,1.0,1.0,1,d2404506c4e5d72a0385149fc09ba6ae60f414834fcd8957b5b42e4e3976c755,"Usamos inteligência artificial para criar um desafio diário sobre oceanos. Educação ambiental de um jeito divertido, no site. Queremos feedbacks. correiosabia.com.br/desafio-ocea..."
185,0.0,0.0,1,549e1b7a2116d51ad1a201ac76e569ec8c07af5e2ac20ad0c77cc6093c2b9209,"A Relatora Especial da ONU sobre o Direito à Educação, Farida Shaheed, incorporou pontos sugeridos pela Campanha Nacional pelo Direito à Educação em relatório temático sobre o uso da inteligência artificial (IA) na educação."
186,0.0,0.0,1,9d71b52636a12e3b727608e5c045a73653f1b1b70907307f7cb5cf827ade0c97,📢 Inteligência Artificial: Relatoria especial da ONU para o direito à educação incorpora sugestões da Campanha ➡ SAIBA MAIS: campanha.org.br/noticias/202...
187,1.0,1.0,1,a68e03dc72e0f60f7be23ea7027e216b95884703664cabc4f35e873179a4dba9,"Nos últimos dois anos, a inteligência artificial passou de novidade à ferramenta essencial na educação e no trabalho. Mas como fazer um uso responsável, entendendo sobre governança, pedagogia e letramento digital? Falamos sobre isso na <USER> Leia: palavraaberta.org.br/artigo/maquina"
188,0.0,0.0,1,3edeeafa17d41f89735a792deb06dc5997f1272d20d31763acb2bdcd408bcd63,Ufra realiza VI Semana do Cérebro com foco nos impactos da Inteligência Artificial na Educação <URL>
194,1.0,1.0,1,4ec1bedd24c802971933fbf897aab2dff81e165f33807007a473c1b31da5cc5c,A série de materiais Educação Midiática e Inteligência Artificial explora a urgente necessidade de cultivar uma sociedade informada e crítica frente aos desafios impostos pelos avanços tecnológicos. Conheça o e-book: educamidia.org.br/recurso/emia 💻📕🤓📲📝
195,0.0,0.0,1,5bb9eb7d1420ae7e04df27c6c187d035cef1ff7ca3c0f6b71db94161e267473b,Educação em inteligência artificial fará parte do currículo a partir do ensino fundamental
196,1.0,1.0,1,cdfa9044f50d69d287c363c8f5643afdf947c7b766c5b05065887fc52d53e1bf,"IA e Educação - A integração da inteligência artificial na educação só será verdadeiramente eficaz quando os professores dominarem as interseções entre tecnologia, pedagogia e conteúdo Por Ana Beatriz Prudente Alckmin Leia o artigo:"
203,-1.0,1.0,1,ff726c55c129b4e2fd559098974efd0e9148cc6c1e709e2518adc90e2064d721,Contrapontos na Educação Comento sobre os riscos do uso da Inteligência Artificial na Educação. Link youtu.be/542u_6RNASQ
204,0.0,0.0,1,a7bda35b119d6ed71591c78e584497820eb56ab95c15778e584b25ecba9fbbb7,#BoletimContee | 21/02/2025 DESTAQUES | cutt.ly/destaquesCon... •Cacá Diegues: O legado imortal de um mestre do cinema brasileiro •Câmara dos Deputados debate ... inteligência artificial na educação e no trabalho •Denúncia ... contra Bolsonaro: ...defesa da democracia [+] em contee.org.br
205,1.0,1.0,1,465efac5315dc08ec088a1a02af498757767bf9a63dca18b5f6c74fbe3958f64,"Em artigo assinado pela nossa coordenadora de educação Mariana Ochs na <USER>, debatemos como o letramento em inteligência artificial pode garantir uma adoção mais ética e pedagógica dessa tecnologia. Acesse o nosso site e confira o texto completo: palavraaberta.org.br/artigo/maqui..."
210,0.0,0.0,1,9d6974e22d9ea70c36177540cb9c84703c08ceee18001acdfe34790dd1012e05,"✨19/02: Seminário: Inteligência Artificial e Educação - Desafios e Oportunidades📚🚀 Dia 19/02/2025, com transmissão online. portalnte.educacao.mg.gov.br/index.php/ho... #portalnte #nteminasgerais"
213,0.0,0.0,1,bd26063a778f3bab9f991f0d309212a2518a089ec84fcfcd6f292a5fc0ecab67,"O objetivo é discutir a relação entre inteligência artificial, a educação e o investimento dos países para o uso dessa ferramenta na formação de professores e alunos."
216,1.0,1.0,1,c34ca6409b24c9c8e4874a332718752d6dab2e260fec3ea17a22b2412383bf1a,"Na visão do vice-presidente de Transformação Digital da Ânima, a função da inteligência artificial na educação é servir como ferramenta para aproximar alunos e professores"
217,-1.0,2.0,1,b78405c975f82e68f483835ad8f4d2539393284d106e17ea5e8eea09bc44ea17,"extremamente pavoroso ver que tudo na educação agora é steam, inteligência artificial e discussões rasas e acríticas sobre mudanças climáticas"
220,1.0,1.0,1,4b19d9ed501a4fe1ee2bf04b26efc9a0a70efc87917aaaaa2098abd63414349d,"O “curso do futuro” virou realidade TECNOLOGIA + EDUCAÇÃO Parece que as prioridades mudaram. Pela primeira vez em uma universidade brasileira, o curso de Inteligência Artificial se tornou o mais concorrido, ultrapassando Medicina no SISU 2025. Nos últimos anos, a UFG — Universidade Federal de…"
221,1.0,1.0,1,3a6f62c3fcd5c34b8464a242d02db05b5cfdfe7c58e9708ec440a7e4c3df4946,Série do JN mostra como a educação pode aproveitar benefícios da inteligência artificial. O Piauí é uma das primeiras regiões em todo o continente americano a adotar o ensino de IA como uma disciplina no currículo da educação básica. Confira a reportagem completa: glo.bo/3Evwpv9
223,0.0,0.0,1,7f571723e67e6155cbcc847cb43f21eee784b377dc5aadea3b493aadc341fed1,🧪SciELO Preprints: POLÍTICAS E PRÁTICAS DA EDUCAÇÃO EM INTELIGÊNCIA ARTIFICIAL NA CHINA 🔗 doi.org/10.1590/SciE...
229,0.0,0.0,1,269491ab1fbc0580120200a6576dc6980aec7615d9b5c4160183bd3262ee5a98,Dia Internacional da Educação em 2025 é dedicado à inteligência artificial | CNN Brasil <URL> Posted into Notícias <USER>
230,0.0,0.0,1,4d899b71120d86c8cc1d6773904cbb78b9bf9c84e7509eadc6a82aecab950336,Dia Internacional da Educação em 2025 é dedicado à inteligência artificial
