item_id,applicability_score,text_hash,text
35,0.0,689b7b8aa1fbfc7caf5aa6e0d8ea07463f4062ccfe6d659a4c4c1795da728327,"IV Cúpula CELAC–União Europeia, em Santa Marta, na Colômbia. Este encontro reúne líderes da América Latina, do Caribe e da União Europeia para avançar em temas centrais da agenda global como educação, saúde, inteligência artificial, comércio, investimentos e combate ao crime organizado. 1/2⤵️"
36,0.0,95d99c41461713df38d6641199355b2479eb7f9dfdc91443af99ab43409dadc0,## em Caminha A minha comunicação sobre Educação e Inteligência Artificial
37,1.0,131d77104b0c994c3b99880dbcafa09b26136f481111302007032848f0e89ab0,noticias.up.pt: Spin-off da FEUP quer revolucionar a educação médica com Inteligência Artificial Plataforma desenvolvida pela Medtiles alia tecnologia e medicina para preparar profissionais de saúde com simulações clínicas inteligentes. <URL>
38,1.0,8922e018d5c6bfa62f8ce4238e731010b3351f507c1961aff59d2719e284624e,"📚 E se o tema da redação do ENEM fosse desinformação? Ou o impacto da inteligência artificial na educação e na política? Nada improvável — afinal, são debates que dominam o nosso cotidiano digital."
39,1.0,18630b964fe56c582a1f96e7f220dc4c38311de82eb573863517e7b234ca4fed,"jfborges.wordpress.com: A IA não revolucionará a educação Consultar na fonte &#124; Um artigo de Carlos Magro Não, a inteligência artificial não vai revolucionar a educação. Ela não transformará, por si só, um sistema assolado por profundas desigualdades e injustiças. Não tornará a educação..."
40,1.0,e0b5519c9aed0cf31e2fa42d3f4466bbff3cd80419660f31db8867ef113bb26d,"📚​O novo relatório do InternetLab “Tecnologias de Vigilância e Inteligência Artificial na Educação: promessas de modernização, realidades de opacidade” explora os desafios envolvendo a adoção de tecnologias de reconhecimento facial na educação. ​Quer entender mais dessa discussão? Segue o fio 🧵​"
41,0.0,69f9dcb7613b97500ab7ebd7e7ee7d9dadca1869772b5b59e9f6074d02429cce,"#Opinião 📝 Haja Vista | Óculos da Meta conquistam comunidade cega, mas não são solução de mobilidade nem de educação. Equipamento com inteligência artificial faz descrições de cenários ao redor e ajuda pessoas com deficiência visual a tirar fotos e fazer vídeos"
42,1.0,a23d4297090e56b7bfbe27f6b61844676bf9056ee9a3c87db351fe1d622a3065,"Reportagem do <USER> sobre a pesquisa “Tecnologias de Vigilância e Inteligência Artificial na Educação: promessas de modernização, realidades de opacidade"" O relatório mapeia o avanço das tecnologias de reconhecimento facial na educação pública brasileira."
43,0.0,a152c7ffb0492a70620e2990c7a7dae7275609825d1e8125d0f2e235633a5ef9,"Com foco em inovação e inteligência artificial na educação, governo de Rondônia promove encontro formativo em Porto Velho"
44,1.0,52c87c5dc7b2d47085451d24372be9810e3de136f24e86b7763dea21126abac4,Curso online de Inteligência Artificial na Educação abre mais de 2 mil vagas gratuitas infoeducacao.com.br/curso-online...
45,0.0,a49c575e879b656428c2530441896063fc23bbd5d692097f2420def30196f3aa,"▶️ 5 tendências para o mercado de comunicação social em 2026 Novas tecnologias, mudanças no comportamento do consumidor e inteligência artificial estão moldando o futuro Da #coluna Educação e Carreira, por Thais Hott <URL>"
46,1.0,185b2aec0adea85f12031b59802c5d4793aa9149b99411abd4f481c18bbe58b3,​🎓​💻Mapeando os impactos da inteligência artificial na educação O novo relatório do InternetLab traz os resultados de um mapeamento exploratório sobre o tema em áreas estratégicas da sociedade Quer saber os principais apontamentos da pesquisa na área da Educação? Segue o fio 🧵​
47,1.0,d7b8b95400c643f75d0dcdf4454c19ee7c86d2b01498c565ad03480f91beffed,Inteligência artificial na educação: Entenda os benefícios e desafios
48,1.0,bceac6a3fe51f713dbfb4e7f73af32ed793c53ae4e7898ef068661c388d2b56a,As tecnologias de Inteligência Artificial (IA) na educação básica brasileira estão em debate na Comissão de Educação. Envie suas perguntas: cd.leg.br/oYHCCiBP0i
49,1.0,c1cde5a3eede6c92ed9789af7bbc83114ea9953cb40439ee4d9f6d737675e2c7,"Desde 2024 a Secretaria de Educação de São Paulo usa “inteligência artificial” para formular materiais didáticos. Como podemos ver, está indo muito bem. Parabéns por mais essa, Tarcísio! 👏"
50,1.0,73b2b3cc077ab152d10234c6d798d73a5c20babf3d07a502f3ecf951c0628955,Robôs e IA no currículo: Thiago Gomes lança projeto inédito de Inteligência Artificial em escola privada brasileira Escola no DF se torna a primeira do país a ter robôs e plataforma exclusiva de IA integrados ao currículo de forma oficial e estruturada O educador e empreendedor em educação Thiago…
51,1.0,afc1567414de5ac9f00ae2f0cb465c9365ba5d85545918d422ae426f24ee4e4a,"✨ Juntos por um Futuro Brilhante: Alinhando Jovens, Pais e Educadores com AI! 📝 Descubra como os modelos de inteligência artificial estão revolucionando a educação, unindo jovens, pais e educadores em uma jornada de aprendizado colaborativa. Não perca a chance de entender como essa tecnologia pode"
52,1.0,f411dbcb5f94ee6d358c56e5dc71261bed66d83ff0d01dbf05c58b20be92f56a,Cine Educação 2025 discute inteligência artificial e futuro digital em mostra gratuita no Rio .
53,0.0,fb15df87c54de7af3955b6c1d67382c2f1d535bcfc59724754f0ed7d5d998c27,"A nova edição da revista ""Estudos Avançados"", do Instituto de Estudos Avançados da USP, aborda temas como educação, imigração e violência, com artigos sobre inteligência artificial, inclusão e desafios da educação básica"
54,1.0,e5de05fbe512937158324cf4436a5d37e413ed1244696da05d4490df666a16d8,"*REVOLUCIONANDO* [os participantes contarão com a leitura e discussão do livro ""Inteligência Artificial na Sala de Aula, Como a Tecnologia está Revolucionando a Educação"", de Allan Carlos Pscheidt, como base teórica e prática para as atividades.]"
55,1.0,fa9093db90c5e8e0032d49d9100fb77ea2d4645642107c979695b25b1e89bef6,"O segundo dia do seminário ""Rio como polo de IA aberta e soberana"", promovido pela Finep, foi dedicado ao debate sobre o uso ético da inteligência artificial na saúde e na educação. Leia: bit.ly/3IU6FLQ <USER> <USER> <USER>"
56,0.0,0c173db3163ec1218b9105c8f3c0cd5f33cd2cf779316a310754d643af35cb63,"Célio Turino lança o livro “Sementeira” em Atibaia – O Atibaiense <URL> O livro aborda temas como inteligência artificial, manipulação algorítmica, relações entre cultura, educação e arte, comunicação e audiovisual,…"
57,1.0,4ac899bbb9c8e50925eb7809bc1e040634376d830eea42ef658dec2dfdd69c5a,"IA na educação: desafios, inovações e perspectivas para a aprendizagem. Audiência pública avalia os impactos da inteligência artificial na educação [PL 2338/2023]. youtube.com/live/EGL8WCh..."
58,1.0,56c373ea0238e0656fb829e2868072c761acc2a235505337e9f42e6179ed1cb1,"Não falta esforços pro que se tem interesse de disseminar. Imagina se EDUCAÇÃO AMBIENTAL tivesse esse interesse dos políticos eleitos... “modelo abrangente e inclusivo, capaz de empoderar educadores e agentes sociais para a promoção do uso ético e responsável da inteligência artificial na educação”."
59,1.0,1c8b4a94e20d1dd795ce12bce935decc2bd0b1f725c7e69a93ee5ca840760c12,✨ Transforme a Educação com a IA! 📝 O MEC acaba de abrir um canal de sugestões para integrar a Inteligência Artificial no ensino! É a sua chance de contribuir e moldar o futuro da educação. Acesse agora e descubra como suas ideias podem fazer a diferença! 🔗 Clique para saber mais e participe des
60,0.0,d4a96efbf4de2082380892e228bd48ce2c02d90fd899c3f2afea11ae6b7e2d91,A relação entre educação midiática e inteligência artificial está super bem explicada no e-book do EducaMídia! A publicação é didática e totalmente gratuita. Faça o download: educamidia.org.br/educacao-mid...
61,1.0,b6f1b8d9931bcb577395021fb2070884201daae123ae85e876ddf6547657add6,✨ **Revolução na Educação: Professores Brasileiros na Vanguarda da IA!** 📝 Você sabia que os professores no Brasil estão utilizando inteligência artificial mais do que a média da OCDE? Descubra como essa tecnologia está transformando o ensino e beneficiando alunos em todo o país. Clique e saiba ma
62,1.0,52d56d0a0a5e8fdb0fd88ed562db055560724c2a6d7ac5a83b70c6744a086da4,"Tá rolando uma proposta de carta aberta de docentes de comunicação com posicionamento contrário ao uso de ferramentas de inteligência artificial na educação. Para se posicionar contrária à proposta, uma docente respondeu com um longo texto GERADO POR IA!!! Solta a vírgula da <USER>"
63,1.0,e5d141ed2ed967dc6c7d5092c3ee89dbcfc639d494e119a4104849bf45be3a79,✨ **Transformando o Futuro da Educação com AI!** 📝 A revolução da educação tech está em curso! Descubra como as escolas estão superando desafios e integrando a inteligência artificial para criar um ambiente de aprendizado mais eficaz. Não fique de fora dessa transformação! Clique e saiba mais sobr
64,1.0,f8cb17eaaa774d98d5cdad56925fd03d0a7a4eb21b27d4df40efee85808665f5,"Goiás lidera aplicação de inteligência artificial e aposta em educação para o futuro, diz Caiado <URL>"
65,1.0,bca319cdf24e34ae6a4f96283b259bc51171522a30954a23cde551f767f2f848,"EDUCAÇÃO EM TRANSFORMAÇÃO 📖 O evento promovido pelo Estadão nesta segunda-feira, 29, debateu a qualidade da educação básica, a preparação do ensino superior e o impacto da inteligência artificial e das redes sociais na vida dos estudantes, como parte das comemorações dos 150 anos do jornal."
66,0.0,c7674fb54f25566e3a7f080ae8ba0d6fe1f424bf9d7db8314194e7ecc2934a1e,imagina não ter vergonha de dizer na internet que diz por favor e obrigado pra inteligência artificial pq é uma questão de educação
67,0.0,583f2041474107f1e9dc218a0e7185de7e4b7152fb0bc9589501d6070349f7a1,"II Fórum BRICS debate agora intercâmbio cultural entre os países do grupo; encontro destaca temas estratégicos, como saúde, educação, ética e inteligência artificial, com foco em valores tradicionais. Acompanhe ao vivo: <URL>"
68,1.0,5627ae9141074c8d384173d4428eaa6841b6f7c0f81d8aacb9bd030dbc503e3e,E as diretrizes para ensino e aprendizado na educação com o uso de inteligência artificial generativa?
69,1.0,bcbbd8eb37150736722c4416cb0398fd82a6a02f73d25c762a7a9c61a468eb4f,"IA na educação: quais regras as escolas já estão adotando? O uso de Inteligência Artificial (IA) generativa na educação, por adolescentes e estudantes em trabalhos escolares intensificou o d... #INTELIGÊNCIA #ARTIFICIAL #educação #inteligência #artificial #Radar Origin | Interest | Match"
70,0.0,9e81d8755e1448c537f9de48efb55d692ef27b17a684de20c0bea5de074dd97b,"O 2º Fórum BRICS de Valores Tradicionais está ocorrendo na Câmara. O encontro reúne parlamentares, especialistas e líderes para debater sobre cultura, saúde, educação, ética e inteligência artificial. Acompanhe: youtube.com/live/m5xBg2S..."
71,1.0,55ed439212826e9b10f959bc8186d41890c1c6e3e212b44ad4b993dda5bad2f1,"✨ Educação do Futuro: 70% dos Alunos do Ensino Médio Usam IA Generativa! 📝 Descubra como a inteligência artificial está transformando o aprendizado no ensino médio! Com 70% dos estudantes adotando essa tecnologia inovadora, o futuro da educação nunca foi tão promissor. Clique e explore essa nova e"
72,1.0,4a3d8dde41fa0d635eecabebf9a8b505deefc714e895df2d564e341b4c2b35f3,"Conhece o livro Inteligência Artificial e Pensamento Crítico: Caminhos para a Educação Midiática, de autoria de Alexandre Le Voci Sayad e publicado pelo Instituto Palavra Aberta? Acesse gratuitamente: palavraaberta.org.br/biblioteca"
73,1.0,21f72056d11a91215097969f4083309b13a638a696b1566941f0fe1337729c7b,"Curso gratuito e online ""Inteligência Artificial para Educadores da Educação Básica: competências digitais e inovação pedagógica"", oferecido para professores e estudantes. 40 mil vagas. Inscrições até 10/10 x.gd/27BSq"
74,1.0,b63b3f9c5c6140bc76a455ddcce575d79f16c81825a27ca09cb8b52e1fbac05d,"Minicurso online no dia 23 de setembro, às 19h, tratará dos desafios epistêmicos colocados pela inteligência artificial na educação e suas implicações para o currículo, num contexto marcado pela plataformização do ensino e pela vigilância de dados. Inscrições: forms.gle/RZFWF3wAyzmVFYv26."
75,1.0,60578fde920e0713cc954a0f5a1274c18fdf07ec59e7489ca4f60cec5b64137d,📰 Fórum RNP discutirá papel da inteligência artificial na educação e pesquisa Evento em Brasília contará com o lançamento do 2º Centro Nacional de Dados do Programa Conecta e painéis sobre o Plano Brasileiro de IA
76,1.0,172dc1fb67ce7105e2b93a99bffafd6cc2062f16a033abeb3de1d266977b7ae5,"Das ardósias à Inteligência Artificial Na próxima semana estarei por Sao João da Pesqueira com uma reflexão sobre a Inteligência Artificial e a Educação: transformar desafios em oportunidades de aprendizagem"". Agradecido pelo convite e parabéns à organização pela iniciativa."
77,0.0,9ac72ea322db4a22cede60372c4a20ed416b49d3160c7cc087e1eace91fc1482,"A primeira -dama Melania Trump sediará uma reunião da Força -Tarefa da Casa Branca sobre a educação de inteligência artificial (IA) hoje, juntamente com os membros da Força -Tarefa e os líderes do setor privado da indústria americana. “Eu prevejo a IA <URL>"
78,1.0,7d5a41e3d7e98fee7bd520d32d394d9f9c8de582f63963fb32e833d2a925ce06,"Decadência. Escola nos EUA não tem professores, usa inteligência artificial e aulas duram duas horas por dia www1.folha.uol.com.br/educacao/202..."
79,1.0,c0fd04d1362ed506eccb04e5c60d6795021988c34c4db6b76bdc645503dc36d8,"Na área de educação em ciências, inteligência artificial tem sido usada sem referencial ético Repetição de linguagem acrítica, apagamento da origem das ideias, reforço de vieses, preconceito e desigualdade são alguns riscos potenciais, indicam pesquisadores jornal.usp.br/ciencias/na-..."
80,1.0,a32f1bf90cc46c529d1fd9b14d297e42bb09ff8efb82b8c721c49a24c7d2ed19,Existem trest pontos importantes aqui: - falta de educação do é e como funciona inteligência artificial; - pessoas que estão cientes e querem continuar porque acham o supra sumo do conhecimento; - e SOBRETUDO as plataformas de IA que se vendem como o supra sumo do conhecimento
81,1.0,4a7a3e768f5aa1a154477db8ed455775057f1662eba410fd31b40ba70169050b,"As inscrições para o 9º Congresso Internacional de Jornalismo de Educação estão abertas! Nossa presidente, Patricia Blanco, estará presente em uma mesa sobre tecnologia na educação e inteligência artificial. Para fazer a sua inscrição, acesse: jeduca.org.br/jeduca2025/"
82,1.0,5634aae4e1c0aba2e38e595bca685279460b793536f6fbbe30a7e4fec76d41d6,"Câmara aprova parecer de projeto do deputado Zé Neto que prepara professores para ensinar inteligência artificial na rede pública A Comissão de Educação da Câmara aprovou o PL 1614/2025, de autoria do deputado Zé Neto (PT-BA), que propõe capacitação de professores da rede pública para o ensino de…"
83,1.0,9ba792a2f5b83358af637284dc50b762a3f88ef836338c2d7f646b8fd0eaaa02,"muito boa essa palestra. uma perspectiva equilibrada e aterrada. para quem esta na educação pu pretende entrar, e possui questões sobre o impacto da inteligência artificial (llm). começa aos dez minutos."
84,1.0,9aaf6966b5f2652aaea3cc6743460eb520c09faabb6a4339c9112556d742f12d,"jfborges.wordpress.com: Pour une éducation suisse transformée par l’IA | Livre Blanc Download &#124;. Fonte [Descubra como a Suíça quer liderar a transformação da educação com inteligência artificial. Da literacia fundamental em IA ao pensamento colaborativo entre humanos e IA, explore insi..."
85,1.0,3aac8966334c8f47a69a799746eb94d1e5402f2b050d952304b7d08b53b0781e,Inteligência Artificial da Meta atrapalha educação na Colômbia apublica.org/2025/08/inte...
86,1.0,ccb9687c0d832456c664013605b682b68f853a131ffbc85f7c77d3b9236dcc09,O próximo artigo que eu vou ler: AS DUALIDADES ENTRE O USO DA INTELIGÊNCIA ARTIFICIAL NA EDUCAÇÃO E OS RISCOS DE VIESES ALGORÍTMICOS
87,1.0,0df2ed2b00703ff19b0b480a5c4fc6fbcbf2baeda58dd3cd11321e8e8dba2fd6,"Enquanto na China 🇨🇳 as crianças das escolas públicas recebem mesas digitais dotadas de inteligência artificial… Nos Estados Unidos 🇺🇸, o presidente Donald Trump pretende acabar com o Departamento de Educação. Não é de se estranhar que a China esteja superando os EUA em tudo!"
88,0.0,cec6228fee6eaeee9c5e0b183bcbdb4c30e1feaa2811d1d3a72949958413be91,"📚Profissão do futuro: como a IA impacta o mercado de trabalho Em processo de integração de inteligência artificial generativa, empresas e instituições de educação se adaptam."
89,1.0,1d1894484dd218eea51eaf554c7a30cb9cb8ba5593d48e5b76db7c9fbce25602,Estudante de escola pública usa inteligência artificial para criar plataforma que ensina educação fiscal: 'impacto social'
90,0.0,d4a96efbf4de2082380892e228bd48ce2c02d90fd899c3f2afea11ae6b7e2d91,A relação entre educação midiática e inteligência artificial está super bem explicada no e-book do EducaMídia! A publicação é didática e totalmente gratuita. Faça o download: educamidia.org.br/educacao-mid...
91,1.0,e2afaf99a4c794bd1dd3528b4aab15f1aca4d86ab0b0c201edfa69ffcd4d07c1,"Acabei de publicar um artigo com 5 cursos gratuitos e online sobre Inteligência Artificial para a Educação. 🤗 virtual, 👩🏽‍💻👩🏽‍🏫 . Acesse: <URL> . #IAnaEducação #FormaçãoDocente #TecnologiasModoDeUsar #CompetênciaDigital #EducaçãoInovadora #Educação"
92,1.0,13adf3675ba41cc805d93b8cd3338bbad21a8890e34cb71849f46afbf0e940af,"jfborges.wordpress.com: Marco referencial de competências em IA para estudantes | unesco Download &#124; O documento apresenta o primeiro quadro de referência mundial para competências de inteligência artificial (IA) destinadas a estudantes, assumindo que a educação deve preparar cidadãos c..."
93,0.0,3fbca0cac401b84a4636730e9fb60709371557b0fef50b17289b463dc7607c6e,"Além da pauta tributária, ele destacou que a Câmara seguirá discutindo temas relevantes como segurança pública, educação, inteligência artificial"
94,0.0,5cb699a3f7f2599d0e9a99355f302b0f95239d3fc8da640e7a97ef113e7140eb,"Como a China salvou o Nüshu, a escrita das mulheres Combinando políticas públicas, educação e inteligência artificial, o país transformou uma tradição ameaçada em símbolo vivo de resistência cultural feminina Leia na coluna #ChinaEmFoco"
95,1.0,64e7c684794b027ca368f7559fc9e365dda1c70117338f358b519aa44b7e87e3,"Ontem, nossa coordenadora de educação Mariana Ochs realizou uma palestra na abertura da Semana Pedagógica do SESI-DF, em Brasília. O tema da semana é ""Inteligência Artificial para uma Educação Significativa"". Confira como foi!"
96,1.0,7cc6e641553bda2b62935cd031b95d906e175a3f0bd052662df1fd0ff9159ea1,Inteligência Artificial: Ética no Uso da IA na Educação iclnoticias.com.br/atg/etica-no...
97,1.0,b98292a4f8e7728eeefc28a7e4fa17cedd0372e8e32480368607d97b23ca513d,"jfborges.wordpress.com: Edu Book | Inteligencia artificial generativa: enfoques prácticos para docentes Download &#124; Fonte &#124; Mapa mental O eBook, desenvolvido pelo Instituto para o Futuro da Educação e o Observatório do Tecnológico de Monterrey, foca-se em&#160;abordagens práticas d..."
98,1.0,037ddaa2b84fa8867b2824183b2cca429a7ec94cdb34de3a6e6ebfc388bd5b4a,"jfborges.wordpress.com: Entre algoritmos e aprendizagem: SchoolAI na encruzilhada da educação digital A inteligência artificial chegou às salas de aula portuguesas e mundiais com uma promessa audaciosa: personalizar a aprendizagem, libertar os professores de tarefas repetitivas e preparar o..."
99,0.0,9fbd37856a009f309951a3115385e8ba77bb096bc7d4cb162f9d2c36e6e7493a,"jfborges.wordpress.com: NotebookLM: revolução ou miragem na educação digital? Um relatório crítico das perspectivas de alunos e professores Este artigo apresenta uma análise exaustiva do NotebookLM, a ferramenta de inteligência artificial do Google que promete transformar a forma como estud..."
